borough,date,open,cleaned,watered,resurfaced
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-01-24,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-01-27,16,16,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-01-29,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-01-30,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-01-31,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-01,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-02,NA,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-03,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-04,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-05,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-07,NA,0,0,0
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-08,16,16,16,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-09,16,16,16,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-10,16,16,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-12,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-13,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-14,16,0,0,0
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-15,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-16,NA,0,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-17,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-18,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-19,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-20,16,16,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-21,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-22,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-23,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-24,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-25,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-26,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-27,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-02-28,15,15,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-03-01,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-03-02,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-03-03,16,0,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-03-04,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-03-05,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-03-06,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-03-07,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-03-08,16,16,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-03-09,NA,16,16,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-12-14,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-12-20,0,0,0,0
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-12-27,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-12-28,NA,NA,16,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-12-29,NA,NA,16,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-12-30,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2006-12-31,NA,NA,16,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-01-08,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-01-11,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-01-17,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-01-18,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-01-19,NA,9,NA,9
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-01-20,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-01-21,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-01-22,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-01-23,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-01-24,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-01-25,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-01-26,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-01-27,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-01-28,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-01-29,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-01-30,NA,0,10,10
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-01-31,NA,NA,NA,0
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-01,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-04,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-05,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-06,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-07,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-08,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-09,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-10,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-11,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-12,NA,15,15,15
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-13,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-14,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-15,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-16,NA,NA,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-19,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-20,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-21,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-22,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-26,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-27,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-02-28,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-03-01,NA,NA,5,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-03-05,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-03-06,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-03-07,NA,12,12,12
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-03-08,NA,12,12,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-03-12,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-03-13,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-12-05,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-12-06,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-12-12,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-12-13,NA,16,16,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-12-15,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-12-16,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-12-17,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-12-18,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-12-19,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-12-20,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-12-24,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-12-26,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-12-27,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-12-28,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-12-29,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-12-30,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2007-12-31,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-02,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-03,NA,16,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-04,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-05,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-06,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-07,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-08,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-09,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-12,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-13,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-14,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-16,NA,16,16,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-17,NA,16,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-18,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-19,16,16,0,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-20,16,16,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-21,16,16,16,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-22,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-23,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-24,16,16,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-25,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-26,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-27,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-28,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-29,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-30,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-01-31,16,16,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-01,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-02,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-03,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-04,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-05,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-06,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-07,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-08,NA,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-09,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-10,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-11,16,NA,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-12,16,16,16,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-13,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-14,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-15,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-16,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-17,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-18,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-19,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-20,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-21,16,16,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-22,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-23,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-24,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-25,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-26,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-27,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-28,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-02-29,16,NA,8,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-03-01,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-03-02,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-03-03,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-03-04,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-03-05,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-03-06,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-03-07,NA,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-03-08,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-03-09,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-03-10,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-03-11,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-03-12,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-03-17,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-12-13,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-12-17,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-12-18,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-12-21,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-12-23,NA,16,16,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-12-24,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-12-25,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-12-27,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-12-29,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-12-30,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2008-12-31,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-03,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-04,16,16,NA,4
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-05,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-06,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-07,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-08,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-09,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-10,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-11,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-12,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-13,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-14,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-15,16,16,16,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-16,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-17,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-18,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-19,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-20,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-21,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-22,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-23,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-24,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-25,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-26,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-27,16,16,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-28,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-29,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-30,0,16,8,8
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-01-31,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-01,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-02,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-03,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-04,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-05,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-06,0,0,12,12
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-07,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-08,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-09,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-10,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-11,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-12,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-13,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-14,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-15,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-16,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-17,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-18,NA,16,16,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-19,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-20,0,9,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-21,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-22,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-23,16,NA,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-24,16,16,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-25,16,16,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-26,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-27,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-02-28,NA,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-03-01,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-03-02,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-03-03,16,16,NA,0
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-03-04,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-03-05,0,0,NA,7
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-03-06,NA,0,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-03-07,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-03-08,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-03-09,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-12-16,NA,NA,16,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-12-17,NA,NA,16,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-12-20,NA,16,16,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-12-21,NA,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-12-22,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-12-24,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-12-25,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-12-26,NA,0,0,0
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-12-27,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-12-28,NA,0,0,0
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-12-29,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-12-30,16,16,16,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2009-12-31,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-01,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-03,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-04,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-05,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-06,NA,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-07,16,16,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-08,NA,0,0,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-09,16,16,3,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-11,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-12,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-13,NA,16,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-14,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-15,NA,0,0,0
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-16,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-17,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-18,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-19,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-20,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-21,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-22,16,16,16,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-23,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-24,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-25,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-26,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-27,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-28,NA,NA,16,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-29,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-30,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-01-31,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-01,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-02,16,16,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-03,16,16,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-04,16,16,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-05,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-06,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-07,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-08,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-09,16,16,NA,15
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-10,16,16,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-11,16,16,16,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-12,16,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-13,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-14,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-15,16,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-16,16,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-17,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-18,NA,16,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-19,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-20,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-21,NA,16,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-22,NA,NA,NA,16
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-23,NA,NA,NA,NA
Côte-des-Neiges - Notre-Dame-de-Grâce,2010-02-24,NA,NA,NA,NA
