borough,date,open,cleaned,watered,resurfaced
Mercier - Hochelaga-Maisonneuve,2018-02-09,19,17,NA,17
Mercier - Hochelaga-Maisonneuve,2018-02-10,19,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-02-11,19,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-02-12,NA,17,NA,17
Mercier - Hochelaga-Maisonneuve,2018-02-13,NA,17,17,17
Mercier - Hochelaga-Maisonneuve,2018-02-14,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-02-15,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-02-16,NA,0,0,0
Mercier - Hochelaga-Maisonneuve,2018-02-17,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-02-18,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-02-19,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-02-20,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-02-21,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-02-22,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-02-23,NA,17,17,NA
Mercier - Hochelaga-Maisonneuve,2018-02-24,19,17,17,NA
Mercier - Hochelaga-Maisonneuve,2018-02-25,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-02-26,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-03-09,0,0,0,0
Mercier - Hochelaga-Maisonneuve,2018-12-12,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-12-13,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-12-14,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-12-15,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-12-16,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-12-17,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-12-18,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-12-19,NA,NA,4,NA
Mercier - Hochelaga-Maisonneuve,2018-12-20,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-12-21,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-12-22,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-12-23,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-12-24,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-12-26,NA,12,17,NA
Mercier - Hochelaga-Maisonneuve,2018-12-27,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-12-28,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-12-29,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-12-30,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2018-12-31,NA,17,17,NA
Mercier - Hochelaga-Maisonneuve,2019-01-01,0,0,0,0
Mercier - Hochelaga-Maisonneuve,2019-01-02,NA,17,NA,17
Mercier - Hochelaga-Maisonneuve,2019-01-03,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-04,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-05,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-06,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-07,NA,17,17,NA
Mercier - Hochelaga-Maisonneuve,2019-01-08,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-09,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-10,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-11,19,17,17,NA
Mercier - Hochelaga-Maisonneuve,2019-01-12,19,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-13,19,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-14,19,17,17,17
Mercier - Hochelaga-Maisonneuve,2019-01-15,19,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-16,19,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-17,19,17,NA,17
Mercier - Hochelaga-Maisonneuve,2019-01-18,19,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-19,19,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-20,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-21,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-22,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-23,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-24,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-25,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-26,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-27,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-28,NA,17,NA,17
Mercier - Hochelaga-Maisonneuve,2019-01-29,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-30,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-01-31,19,17,NA,17
Mercier - Hochelaga-Maisonneuve,2019-02-01,19,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-02-02,19,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-02-03,19,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-02-04,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-02-05,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-02-06,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-02-07,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-02-11,17,17,17,17
Mercier - Hochelaga-Maisonneuve,2019-02-12,19,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-02-13,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-02-14,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-02-15,19,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-02-18,NA,17,NA,17
Mercier - Hochelaga-Maisonneuve,2019-02-19,NA,17,NA,17
Mercier - Hochelaga-Maisonneuve,2019-02-20,NA,17,17,NA
Mercier - Hochelaga-Maisonneuve,2019-02-21,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-02-22,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-02-26,19,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-02-27,NA,NA,17,NA
Mercier - Hochelaga-Maisonneuve,2019-02-28,19,17,17,17
Mercier - Hochelaga-Maisonneuve,2019-03-01,19,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-03-05,19,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-03-06,19,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-03-08,19,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-03-11,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-12-12,0,0,0,0
Mercier - Hochelaga-Maisonneuve,2019-12-17,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-12-21,NA,NA,17,NA
Mercier - Hochelaga-Maisonneuve,2019-12-23,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-12-24,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-12-25,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-12-26,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-12-27,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-12-28,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-12-29,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-12-30,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2019-12-31,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-01-01,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-01-02,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-01-03,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-01-04,NA,NA,NA,0
Mercier - Hochelaga-Maisonneuve,2020-01-05,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-01-07,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-01-08,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-01-09,NA,NA,17,NA
Mercier - Hochelaga-Maisonneuve,2020-01-10,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-01-11,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-01-12,NA,17,4,NA
Mercier - Hochelaga-Maisonneuve,2020-01-13,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-01-14,17,17,17,NA
Mercier - Hochelaga-Maisonneuve,2020-01-15,NA,17,NA,17
Mercier - Hochelaga-Maisonneuve,2020-01-16,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-01-18,38,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-01-19,19,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-01-21,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-01-22,17,17,NA,17
Mercier - Hochelaga-Maisonneuve,2020-01-23,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-01-24,19,17,NA,17
Mercier - Hochelaga-Maisonneuve,2020-01-25,17,17,NA,17
Mercier - Hochelaga-Maisonneuve,2020-01-26,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-01-27,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-01-28,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-01-29,19,NA,17,NA
Mercier - Hochelaga-Maisonneuve,2020-01-30,19,NA,17,NA
Mercier - Hochelaga-Maisonneuve,2020-01-31,17,NA,NA,17
Mercier - Hochelaga-Maisonneuve,2020-02-01,NA,17,NA,17
Mercier - Hochelaga-Maisonneuve,2020-02-03,19,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-02-04,19,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-02-05,17,NA,17,NA
Mercier - Hochelaga-Maisonneuve,2020-02-06,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-02-07,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-02-08,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-02-10,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-02-11,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-02-12,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-02-13,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-02-14,19,17,NA,17
Mercier - Hochelaga-Maisonneuve,2020-02-15,19,17,NA,17
Mercier - Hochelaga-Maisonneuve,2020-02-17,NA,NA,NA,17
Mercier - Hochelaga-Maisonneuve,2020-02-18,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-02-19,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-02-20,NA,17,17,17
Mercier - Hochelaga-Maisonneuve,2020-02-21,19,17,NA,17
Mercier - Hochelaga-Maisonneuve,2020-02-22,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-02-23,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-02-24,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-02-25,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-02-26,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-02-27,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-02-28,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-02-29,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-03-01,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-03-02,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-03-04,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-03-05,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-03-06,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-12-02,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-12-10,0,0,0,0
Mercier - Hochelaga-Maisonneuve,2020-12-17,0,0,0,NA
Mercier - Hochelaga-Maisonneuve,2020-12-19,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-12-22,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-12-28,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2020-12-30,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-01-05,NA,17,NA,0
Mercier - Hochelaga-Maisonneuve,2021-01-06,NA,17,17,NA
Mercier - Hochelaga-Maisonneuve,2021-01-07,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-01-08,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-01-09,NA,17,17,NA
Mercier - Hochelaga-Maisonneuve,2021-01-11,NA,17,17,NA
Mercier - Hochelaga-Maisonneuve,2021-01-12,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-01-13,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-01-14,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-01-15,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-01-16,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-01-18,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-01-19,17,17,17,17
Mercier - Hochelaga-Maisonneuve,2021-01-20,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-01-21,17,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-01-22,17,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-01-24,17,17,NA,17
Mercier - Hochelaga-Maisonneuve,2021-01-25,17,17,NA,17
Mercier - Hochelaga-Maisonneuve,2021-01-27,17,NA,NA,4
Mercier - Hochelaga-Maisonneuve,2021-01-28,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-01-29,17,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-01-30,34,NA,NA,34
Mercier - Hochelaga-Maisonneuve,2021-02-01,34,34,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-02-02,17,17,17,17
Mercier - Hochelaga-Maisonneuve,2021-02-03,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-02-04,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-02-06,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-02-07,17,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-02-08,17,17,17,17
Mercier - Hochelaga-Maisonneuve,2021-02-09,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-02-10,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-02-11,17,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-02-13,17,17,17,17
Mercier - Hochelaga-Maisonneuve,2021-02-14,34,34,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-02-16,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-02-17,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-02-18,17,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-02-20,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-02-21,17,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-02-22,17,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-02-23,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-02-24,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-02-25,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-02-26,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-02-27,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-02-28,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-03-01,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-03-02,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-03-03,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-03-04,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-03-05,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-03-06,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-03-07,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-03-09,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-12-07,NA,0,0,0
Mercier - Hochelaga-Maisonneuve,2021-12-09,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-12-10,NA,0,0,0
Mercier - Hochelaga-Maisonneuve,2021-12-11,NA,0,0,0
Mercier - Hochelaga-Maisonneuve,2021-12-12,NA,0,0,0
Mercier - Hochelaga-Maisonneuve,2021-12-17,NA,0,0,0
Mercier - Hochelaga-Maisonneuve,2021-12-18,NA,0,0,0
Mercier - Hochelaga-Maisonneuve,2021-12-19,NA,0,0,0
Mercier - Hochelaga-Maisonneuve,2021-12-20,NA,0,5,0
Mercier - Hochelaga-Maisonneuve,2021-12-24,NA,17,17,NA
Mercier - Hochelaga-Maisonneuve,2021-12-26,NA,0,0,0
Mercier - Hochelaga-Maisonneuve,2021-12-28,NA,NA,0,0
Mercier - Hochelaga-Maisonneuve,2021-12-29,NA,NA,3,NA
Mercier - Hochelaga-Maisonneuve,2021-12-30,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2021-12-31,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-01-02,NA,0,0,0
Mercier - Hochelaga-Maisonneuve,2022-01-03,NA,0,0,0
Mercier - Hochelaga-Maisonneuve,2022-01-04,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-01-05,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-01-06,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-01-07,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-01-08,17,17,NA,17
Mercier - Hochelaga-Maisonneuve,2022-01-09,17,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-01-10,17,17,17,17
Mercier - Hochelaga-Maisonneuve,2022-01-11,17,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-01-12,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-01-13,17,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-01-14,17,17,17,17
Mercier - Hochelaga-Maisonneuve,2022-01-15,17,17,17,NA
Mercier - Hochelaga-Maisonneuve,2022-01-16,17,17,17,17
Mercier - Hochelaga-Maisonneuve,2022-01-17,NA,NA,17,17
Mercier - Hochelaga-Maisonneuve,2022-01-18,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-01-19,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-01-20,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-01-21,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-01-23,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-01-24,17,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-01-25,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-01-26,17,17,NA,17
Mercier - Hochelaga-Maisonneuve,2022-01-27,17,17,17,17
Mercier - Hochelaga-Maisonneuve,2022-01-28,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-01-29,17,17,NA,17
Mercier - Hochelaga-Maisonneuve,2022-01-31,17,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-02-01,17,17,NA,17
Mercier - Hochelaga-Maisonneuve,2022-02-02,17,17,NA,17
Mercier - Hochelaga-Maisonneuve,2022-02-03,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-02-04,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-02-05,17,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-02-06,17,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-02-07,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-02-08,17,17,NA,17
Mercier - Hochelaga-Maisonneuve,2022-02-09,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-02-10,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-02-11,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-02-12,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-02-13,17,17,NA,17
Mercier - Hochelaga-Maisonneuve,2022-02-16,17,17,NA,17
Mercier - Hochelaga-Maisonneuve,2022-02-17,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-02-18,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-02-19,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-02-20,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-02-21,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-02-22,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-02-24,17,17,NA,17
Mercier - Hochelaga-Maisonneuve,2022-02-25,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-02-26,17,17,NA,17
Mercier - Hochelaga-Maisonneuve,2022-02-28,17,17,17,17
Mercier - Hochelaga-Maisonneuve,2022-03-01,17,17,NA,17
Mercier - Hochelaga-Maisonneuve,2022-03-02,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-03-03,17,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-03-04,17,17,NA,17
Mercier - Hochelaga-Maisonneuve,2022-03-06,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2022-12-14,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-01-07,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-01-09,NA,NA,17,NA
Mercier - Hochelaga-Maisonneuve,2023-01-11,NA,17,17,NA
Mercier - Hochelaga-Maisonneuve,2023-01-12,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-01-13,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-01-14,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-01-15,NA,17,17,NA
Mercier - Hochelaga-Maisonneuve,2023-01-16,20,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-01-17,20,17,17,NA
Mercier - Hochelaga-Maisonneuve,2023-01-18,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-01-19,20,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-01-20,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-01-21,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-01-22,20,17,NA,17
Mercier - Hochelaga-Maisonneuve,2023-01-23,20,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-01-24,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-01-25,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-01-27,20,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-01-28,20,17,NA,17
Mercier - Hochelaga-Maisonneuve,2023-01-29,20,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-01-31,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-01,20,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-02,20,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-03,20,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-04,20,17,17,NA
Mercier - Hochelaga-Maisonneuve,2023-02-05,20,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-06,20,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-07,20,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-08,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-10,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-11,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-12,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-13,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-14,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-15,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-17,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-18,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-19,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-20,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-21,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-22,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-23,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-24,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-25,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-27,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-02-28,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-03-01,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-03-02,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-03-03,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-03-04,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-03-05,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-03-06,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-03-07,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-03-09,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-03-12,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-12-03,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-12-19,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-12-20,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-12-21,NA,0,8,0
Mercier - Hochelaga-Maisonneuve,2023-12-22,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-12-23,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-12-26,NA,17,NA,NA
Mercier - Hochelaga-Maisonneuve,2023-12-27,NA,0,NA,0
Mercier - Hochelaga-Maisonneuve,2023-12-28,NA,0,0,0
Mercier - Hochelaga-Maisonneuve,2023-12-30,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2024-01-02,NA,0,0,0
Mercier - Hochelaga-Maisonneuve,2024-01-03,NA,NA,NA,NA
Mercier - Hochelaga-Maisonneuve,2024-01-05,NA,0,17,0
Mercier - Hochelaga-Maisonneuve,2024-01-06,NA,NA,17,NA
Mercier - Hochelaga-Maisonneuve,2024-01-07,NA,NA,NA,NA
